"SampleId","Location","Site","SampleDate","MicroscopeType","WholePlate","Species","IsSpeciesToxic","VolumeInMillilitres","Average","NumberOfColonies","CellsPerMl","TotalBioVolume","PotentiallyToxicCellMl","PotentiallyToxicBioVolume","ToxinCluster"
5330.1,"Rotorua","Holdens Bay",2024-12-02,"20A","160","Dolichospermum circinale",TRUE,10,53.84210526,NA,3213.853958,1.850022893,3213.853958,1.850022893,""
5330.2,"Rotorua","Holdens Bay",2024-12-02,"20A","160","Aphanocapsa delicatissima",FALSE,10,13,NA,40.84076389,0.000004084,0,0,""
5330.3,"Rotorua","Holdens Bay",2024-12-02,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,5.666666667,NA,53.40715278,0.004219165,53.40715278,0.004219165,""
5330.4,"Rotorua","Holdens Bay",2024-12-02,"20A","160","Geitlerinema sp",FALSE,10,16,NA,50.26555556,0.001105842,0,0,""
5331.1,"Rotorua","Ngongotaha",2024-12-02,"20A","160","Dolichospermum circinale",TRUE,10,52.35,25,7400.817656,4.260206676,7400.817656,4.260206676,""
5331.2,"Rotorua","Ngongotaha",2024-12-02,"20A","160","Dolichospermum planctonicum",TRUE,10,18,NA,169.64625,0.062769113,169.64625,0.062769113,""
5331.3,"Rotorua","Ngongotaha",2024-12-02,"20A","160","Pseudanabaena sp.",TRUE,10,11,NA,69.11513889,0.00269549,69.11513889,0.00269549,""
5332.1,"Kaituna","Trout Pool",2024-12-02,"20A","160","Dolichospermum circinale",TRUE,10,33,8,2902.835833,1.670988419,2902.835833,1.670988419,""
5332.2,"Kaituna","Trout Pool",2024-12-02,"20A","160","Dolichospermum sp",TRUE,10,26,NA,81.68152778,0.01551949,81.68152778,0.01551949,""
5332.3,"Kaituna","Trout Pool",2024-12-02,"20A","160","Dolichospermum planctonicum",TRUE,10,13.5,NA,84.823125,0.031384556,84.823125,0.031384556,""
5333.1,"Rotoiti","Okere Arm",2024-12-02,"20A","160","Dolichospermum circinale",TRUE,10,68.23529412,NA,3644.252778,2.097777669,3644.252778,2.097777669,""
5333.2,"Rotoiti","Okere Arm",2024-12-02,"20A","160","Dolichospermum planctonicum",TRUE,10,57,NA,179.0710417,0.066256285,179.0710417,0.066256285,""
5333.3,"Rotoiti","Okere Arm",2024-12-02,"20A","160","Aphanocapsa sp",FALSE,10,18,NA,56.54875,0.000127235,0,0,""
5334.1,"Rotorua","Ohau Channel",2024-12-02,"20A","160","Dolichospermum circinale",TRUE,10,66.3,1,4374.045813,2.517875732,4374.045813,2.517875732,""
5334.2,"Rotorua","Ohau Channel",2024-12-02,"20A","160","Aphanocapsa sp",FALSE,10,2,NA,6.283194444,0.0000141371,0,0,""
5334.3,"Rotorua","Ohau Channel",2024-12-02,"20A","160","Pseudanabaena sp.",TRUE,10,6,NA,18.84958333,0.000735134,18.84958333,0.000735134,""
5340.1,"Rotorua","Hamurana",2024-12-02,"20A","Whole Plate","Pseudanabaena limnetica (cylinder)",TRUE,10,22.4,NA,11.2,0.0008848,11.2,0.0008848,""
5340.2,"Rotorua","Hamurana",2024-12-02,"20A","Whole Plate","Dolichospermum circinale",TRUE,10,43.1,20,172.4,0.099240336,172.4,0.099240336,""
5340.3,"Rotorua","Hamurana",2024-12-02,"20A","Whole Plate","Dolichospermum planctonicum",TRUE,10,34.5,NA,13.8,0.005106,13.8,0.005106,""
5340.4,"Rotorua","Hamurana",2024-12-02,"20A","Whole Plate","Phormidium sp",TRUE,10,21.5,NA,4.3,0.000401362,4.3,0.000401362,""
5327.1,"Rotorua","Ohau Channel",2024-11-27,"20A","160","Dolichospermum circinale",TRUE,10,58.45,40,11017.58146,6.342160591,11017.58146,6.342160591,""
5328.1,"Rotorua","Holdens Bay",2024-11-27,"20A","160","Dolichospermum circinale",TRUE,10,100.7894737,NA,6016.158681,3.463141583,6016.158681,3.463141583,""
5328.2,"Rotorua","Holdens Bay",2024-11-27,"20A","160","Aphanocapsa sp",FALSE,10,361,NA,1134.116597,0.002551762,0,0,""
5328.3,"Rotorua","Holdens Bay",2024-11-27,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,36,NA,113.0975,0.008934703,113.0975,0.008934703,""
5316.1,"Kaituna","Trout Pool",2024-11-25,"","","Dolichospermum planctonicum",TRUE,NA,0,NA,50,0.0185,50,0.0185,""
5316.2,"Kaituna","Trout Pool",2024-11-25,"","","Dolichospermum circinale",TRUE,NA,0,NA,1100,0.633204,1100,0.633204,""
5316.3,"Kaituna","Trout Pool",2024-11-25,"","","Picocyanobacteria",TRUE,NA,0,NA,18,0.00000936,18,0.00000936,""
5316.4,"Kaituna","Trout Pool",2024-11-25,"","","Planktothrix sp",TRUE,NA,0,NA,12,0.003768,12,0.003768,""
5316.5,"Kaituna","Trout Pool",2024-11-25,"","","Pseudanabaena raphidioides",TRUE,NA,0,NA,1,0,1,0,""
5316.6,"Kaituna","Trout Pool",2024-11-25,"","","Pseudanabaena sp.",TRUE,NA,0,NA,9,0.000351,9,0.000351,""
5317.1,"Rotoiti","Okere Arm",2024-11-25,"","","Dolichospermum planctonicum",TRUE,NA,0,NA,79,0.02923,79,0.02923,""
5317.2,"Rotoiti","Okere Arm",2024-11-25,"","","Dolichospermum circinale",TRUE,NA,0,NA,1600,0.921024,1600,0.921024,""
5317.3,"Rotoiti","Okere Arm",2024-11-25,"","","Dolichospermum lemmermannii",TRUE,NA,0,NA,17,0.00187,17,0.00187,""
5317.4,"Rotoiti","Okere Arm",2024-11-25,"","","Geitlerinema splendidum",FALSE,NA,0,NA,13,0.000286,0,0,""
5317.5,"Rotoiti","Okere Arm",2024-11-25,"","","Picocyanobacteria",TRUE,NA,0,NA,30,0.0000156,30,0.0000156,""
5317.6,"Rotoiti","Okere Arm",2024-11-25,"","","Planktothrix sp",TRUE,NA,0,NA,22,0.006908,22,0.006908,""
5317.7,"Rotoiti","Okere Arm",2024-11-25,"","","Pseudanabaena sp.",TRUE,NA,0,NA,16,0.000624,16,0.000624,""
5318.1,"Rotorua","Ohau Channel",2024-11-25,"","","Dolichospermum planctonicum",TRUE,NA,0,NA,16,0.00592,16,0.00592,""
5318.2,"Rotorua","Ohau Channel",2024-11-25,"","","Dolichospermum circinale",TRUE,NA,0,NA,3200,1.842048,3200,1.842048,""
5323.1,"Rotorua","Holdens Bay",2024-11-25,"","","Dolichospermum planctonicum",TRUE,NA,0,NA,69,0.02553,69,0.02553,""
5323.2,"Rotorua","Holdens Bay",2024-11-25,"","","Dolichospermum circinale",TRUE,NA,0,NA,2800,1.611792,2800,1.611792,""
5323.3,"Rotorua","Holdens Bay",2024-11-25,"","","Geitlerinema splendidum",FALSE,NA,0,NA,8,0.000176,0,0,""
5323.4,"Rotorua","Holdens Bay",2024-11-25,"","","Microcystis sp",TRUE,NA,0,NA,21,0.00150777,21,0.00150777,"Microcystis spp."
5323.5,"Rotorua","Holdens Bay",2024-11-25,"","","Planktothrix sp",TRUE,NA,0,NA,60,0.01884,60,0.01884,""
5325.1,"Rotorua","Ngongotaha",2024-11-25,"","","Dolichospermum planctonicum",TRUE,NA,0,NA,130,0.0481,130,0.0481,""
5325.2,"Rotorua","Ngongotaha",2024-11-25,"","","Dolichospermum circinale",TRUE,NA,0,NA,2400,1.381536,2400,1.381536,""
5325.3,"Rotorua","Ngongotaha",2024-11-25,"","","Microcystis sp",TRUE,NA,0,NA,10,0.000717986,10,0.000717986,"Microcystis spp."
5325.4,"Rotorua","Ngongotaha",2024-11-25,"","","Pseudanabaena sp.",TRUE,NA,0,NA,14,0.000546,14,0.000546,""
5326.1,"Rotorua","Hamurana",2024-11-25,"","","Dolichospermum planctonicum",TRUE,NA,0,NA,44,0.01628,44,0.01628,""
5326.2,"Rotorua","Hamurana",2024-11-25,"","","Dolichospermum circinale",TRUE,NA,0,NA,740,0.4259736,740,0.4259736,""
5326.3,"Rotorua","Hamurana",2024-11-25,"","","Phormidium sp",TRUE,NA,0,NA,6,0.00056004,6,0.00056004,""
5313.1,"Kaituna","Trout Pool",2024-11-18,"20A","Whole Plate","Dolichospermum circinale",TRUE,10,10,NA,1,0.00057564,1,0.00057564,""
5313.2,"Kaituna","Trout Pool",2024-11-18,"20A","Whole Plate","Dolichospermum lemmermannii",TRUE,10,10,NA,4,0.00044,4,0.00044,""
5313.3,"Kaituna","Trout Pool",2024-11-18,"20A","Whole Plate","Pseudanabaena sp.",TRUE,10,26,NA,5.2,0.0002028,5.2,0.0002028,""
5313.4,"Kaituna","Trout Pool",2024-11-18,"20A","Whole Plate","Merismopedia sp",FALSE,10,12,NA,1.2,0.0000264,0,0,""
5313.5,"Kaituna","Trout Pool",2024-11-18,"20A","Whole Plate","Aphanocapsa sp",FALSE,10,8,NA,0.8,0.0000018,0,0,""
5313.6,"Kaituna","Trout Pool",2024-11-18,"20A","Whole Plate","Dolichospermum spiroides",TRUE,10,11,NA,1.1,0.000286,1.1,0.000286,""
5313.7,"Kaituna","Trout Pool",2024-11-18,"20A","Whole Plate","Microcystis sp",TRUE,10,85,NA,8.5,0.000610288,8.5,0.000610288,"Microcystis spp."
5313.8,"Rotoiti","Okere Arm",2024-11-18,"20A","Whole Plate","Microcystis sp",TRUE,10,16,NA,1.6,0.000114878,1.6,0.000114878,"Microcystis spp."
5313.9,"Rotoiti","Okere Arm",2024-11-18,"20A","Whole Plate","Dolichospermum lemmermannii",TRUE,10,164.6666667,NA,49.4,0.005434,49.4,0.005434,""
5313.1,"Rotoiti","Okere Arm",2024-11-18,"20A","Whole Plate","Aphanocapsa sp",FALSE,10,15,NA,1.5,0.000003375,0,0,""
5313.11,"Rotoiti","Okere Arm",2024-11-18,"20A","Whole Plate","Dolichospermum spiroides",TRUE,10,15.66666667,NA,4.7,0.001222,4.7,0.001222,""
5296.1,"Kaituna","Trout Pool",2024-05-27,"20A","160","Dolichospermum circinale",TRUE,10,142,NA,446.1068056,0.256796922,446.1068056,0.256796922,""
5296.2,"Kaituna","Trout Pool",2024-05-27,"20A","160","Phormidium sp",TRUE,10,4,NA,12.56638889,0.001172947,12.56638889,0.001172947,""
5296.3,"Kaituna","Trout Pool",2024-05-27,"20A","160","Microcystis aeruginosa",TRUE,10,99,NA,311.018125,0.027058577,311.018125,0.027058577,"Microcystis spp."
5296.4,"Kaituna","Trout Pool",2024-05-27,"20A","160","Microcystis sp",TRUE,10,38,NA,119.3806944,0.008571363,119.3806944,0.008571363,"Microcystis spp."
5297.1,"Rotoiti","Okere Arm",2024-05-27,"20A","160","Microcystis aeruginosa",TRUE,10,50,NA,471.2395833,0.040997844,471.2395833,0.040997844,"Microcystis spp."
5297.2,"Rotoiti","Okere Arm",2024-05-27,"20A","160","Aphanocapsa holsatica",FALSE,10,18,NA,56.54875,0.0000282743,0,0,""
5298.1,"Rotorua","Ohau Channel",2024-05-27,"20A","160","Microcystis aeruginosa",TRUE,10,3.6,NA,56.54875,0.004919741,56.54875,0.004919741,"Microcystis spp."
5298.2,"Rotorua","Ohau Channel",2024-05-27,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,5,NA,15.70798611,0.001240931,15.70798611,0.001240931,""
5298.3,"Rotorua","Ohau Channel",2024-05-27,"20A","160","Microcystis sp. (large)",TRUE,10,8,NA,25.13277778,0.002338856,25.13277778,0.002338856,"Microcystis spp."
5303.1,"Rotorua","Holdens Bay",2024-05-27,"20A","160","Phormidium sp",TRUE,10,12,NA,37.69916667,0.00351884,37.69916667,0.00351884,""
5303.2,"Rotorua","Holdens Bay",2024-05-27,"20A","160","Microcystis sp",TRUE,10,2,NA,37.69916667,0.002706746,37.69916667,0.002706746,"Microcystis spp."
5303.3,"Rotorua","Holdens Bay",2024-05-27,"20A","160","Dolichospermum sp",TRUE,10,6,NA,18.84958333,0.003581421,18.84958333,0.003581421,""
5304.1,"Rotorua","Ngongotaha",2024-05-27,"20A","Whole Plate","Microcystis aeruginosa",TRUE,10,31,NA,9.3,0.0008091,9.3,0.0008091,"Microcystis spp."
5305.1,"Rotorua","Hamurana",2024-05-27,"20A","Whole Plate","Dolichospermum circinale",TRUE,10,17,NA,1.7,0.000978588,1.7,0.000978588,""
5305.2,"Rotorua","Hamurana",2024-05-27,"20A","Whole Plate","Microcystis aeruginosa",TRUE,10,2,NA,0.2,0.0000174,0.2,0.0000174,"Microcystis spp."
5305.3,"Rotorua","Hamurana",2024-05-27,"20A","Whole Plate","Raphidiopsis cf mediterranea (sphere)",TRUE,10,2,NA,0.2,0.0000036,0.2,0.0000036,""
5281.1,"Rotorua","Ohau Channel",2024-05-20,"20A","160","Microcystis aeruginosa",TRUE,10,232.5,54,54051.18021,4.702452678,54051.18021,4.702452678,"Microcystis spp."
5281.2,"Rotorua","Ohau Channel",2024-05-20,"20A","160","Dolichospermum sp",TRUE,10,39,NA,122.5222917,0.023279235,122.5222917,0.023279235,""
5282.1,"Kaituna","Trout Pool",2024-05-20,"20A","160","Microcystis aeruginosa",TRUE,10,6.466666667,NA,304.7349306,0.026511939,304.7349306,0.026511939,"Microcystis spp."
5282.2,"Kaituna","Trout Pool",2024-05-20,"20A","160","Dolichospermum circinale",TRUE,10,12,NA,37.69916667,0.021701148,37.69916667,0.021701148,""
5282.3,"Kaituna","Trout Pool",2024-05-20,"20A","160","Aphanocapsa holsatica",FALSE,10,6.5,NA,81.68152778,0.0000408407,0,0,""
5283.1,"Rotoiti","Okere Arm",2024-05-20,"20A","160","Microcystis aeruginosa",TRUE,10,18.45,76,5564.397,0.484102539,5564.397,0.484102539,"Microcystis spp."
5283.2,"Rotoiti","Okere Arm",2024-05-20,"20A","160","Aphanocapsa delicatissima",FALSE,10,60.5,NA,380.1332639,0.0000380133,0,0,""
5283.3,"Rotoiti","Okere Arm",2024-05-20,"20A","160","Microcystis wesenbergii",TRUE,10,116,NA,364.4252778,0.069361063,364.4252778,0.069361063,"Microcystis spp."
5283.4,"Rotoiti","Okere Arm",2024-05-20,"20A","160","Pseudanabaena mucicola (cylinder)",FALSE,10,4.5,NA,28.274375,0.000318369,0,0,""
5283.5,"Rotoiti","Okere Arm",2024-05-20,"20A","160","Aphanocapsa holsatica",FALSE,10,24.66666667,NA,232.4781944,0.000116239,0,0,""
5283.6,"Rotoiti","Okere Arm",2024-05-20,"20A","160","Dolichospermum circinale",TRUE,10,35.75,NA,449.2484028,0.258605351,449.2484028,0.258605351,""
5285.1,"Rotorua","Holdens Bay",2024-05-20,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,3,NA,9.424791667,0.000744559,9.424791667,0.000744559,""
5285.2,"Rotorua","Holdens Bay",2024-05-20,"20A","160","Microcystis aeruginosa",TRUE,10,8.333333333,NA,78.53993056,0.006832974,78.53993056,0.006832974,"Microcystis spp."
5286.1,"Rotorua","Hamurana",2024-05-20,"20A","Whole Plate","Dolichospermum sp",TRUE,10,2,NA,0.2,0.000038,0.2,0.000038,""
5286.2,"Rotorua","Hamurana",2024-05-20,"20A","Whole Plate","Pseudanabaena limnetica (cylinder)",TRUE,10,8,NA,0.8,0.0000632,0.8,0.0000632,""
5286.3,"Rotorua","Hamurana",2024-05-20,"20A","Whole Plate","Microcystis aeruginosa",TRUE,10,23.46153846,NA,30.5,0.0026535,30.5,0.0026535,"Microcystis spp."
5286.4,"Rotorua","Hamurana",2024-05-20,"20A","Whole Plate","Aphanocapsa sp",FALSE,10,13,NA,1.3,0.000002925,0,0,""
5286.5,"Rotorua","Hamurana",2024-05-20,"20A","Whole Plate","Dolichospermum planctonicum",TRUE,10,293,NA,29.3,0.010841,29.3,0.010841,""
5286.6,"Rotorua","Hamurana",2024-05-20,"20A","Whole Plate","Microcystis wesenbergii",TRUE,10,39,NA,3.9,0.000742287,3.9,0.000742287,"Microcystis spp."
5287.1,"Rotorua","Ngongotaha",2024-05-20,"20A","Whole Plate","Microcystis aeruginosa",TRUE,10,55.15,86,584.59,0.05085933,584.59,0.05085933,"Microcystis spp."
5287.2,"Rotorua","Ngongotaha",2024-05-20,"20A","Whole Plate","Dolichospermum circinale",TRUE,10,30.5,11,94.55,0.054426762,94.55,0.054426762,""
5287.3,"Rotorua","Ngongotaha",2024-05-20,"20A","Whole Plate","Pseudanabaena limnetica (cylinder)",TRUE,10,9.666666667,NA,2.9,0.0002291,2.9,0.0002291,""
5287.4,"Rotorua","Ngongotaha",2024-05-20,"20A","Whole Plate","Microcystis sp. (large)",TRUE,10,345,NA,34.5,0.00321057,34.5,0.00321057,"Microcystis spp."
5287.5,"Rotorua","Ngongotaha",2024-05-20,"20A","Whole Plate","Pseudanabaena mucicola (cylinder)",FALSE,10,34,NA,3.4,0.000038284,0,0,""
5287.6,"Rotorua","Ngongotaha",2024-05-20,"20A","Whole Plate","Dolichospermum planctonicum",TRUE,10,22,NA,2.2,0.000814,2.2,0.000814,""
5267.1,"Rotorua","Ohau Channel",2024-05-13,"20A","50","Microcystis sp",TRUE,10,250.95,100,302739.388,21.73625557,302739.388,21.73625557,"Microcystis spp."
5267.2,"Rotorua","Ohau Channel",2024-05-13,"20A","50","Dolichospermum circinale",TRUE,10,178,NA,1789.453778,1.030081173,1789.453778,1.030081173,""
5268.1,"Kaituna","Trout Pool",2024-05-13,"20A","Whole Plate","Microcystis sp",TRUE,10,84.5,34,456.3,0.032761688,456.3,0.032761688,"Microcystis spp."
5268.2,"Kaituna","Trout Pool",2024-05-13,"20A","Whole Plate","Dolichospermum circinale",TRUE,10,43.35,3,99.705,0.057394186,99.705,0.057394186,""
5268.3,"Kaituna","Trout Pool",2024-05-13,"20A","Whole Plate","Aphanocapsa sp",FALSE,10,90.8,NA,45.4,0.00010215,0,0,""
5268.4,"Kaituna","Trout Pool",2024-05-13,"20A","Whole Plate","Limnococcus limneticus",FALSE,10,12,NA,1.2,0.00054,0,0,""
5269.1,"Rotoiti","Okere Arm",2024-05-13,"20A","160","Microcystis sp",TRUE,10,18.95,5,1488.331684,0.106860089,1488.331684,0.106860089,"Microcystis spp."
5269.2,"Rotoiti","Okere Arm",2024-05-13,"20A","160","Dolichospermum circinale",TRUE,10,42.25,NA,530.9299306,0.305624505,530.9299306,0.305624505,""
5269.3,"Rotoiti","Okere Arm",2024-05-13,"20A","160","Aphanocapsa sp",FALSE,10,62,NA,194.7790278,0.000438253,0,0,""
5269.4,"Rotoiti","Okere Arm",2024-05-13,"20A","160","Microcystis flos-aquae",TRUE,10,6,NA,18.84958333,0.000414691,18.84958333,0.000414691,"Microcystis spp."
5269.5,"Rotoiti","Okere Arm",2024-05-13,"20A","160","Dolichospermum planctonicum",TRUE,10,39,NA,122.5222917,0.045333248,122.5222917,0.045333248,""
5272.1,"Rotorua","Holdens Bay",2024-05-13,"20A","160","Microcystis sp",TRUE,10,111.8,NA,1756.152847,0.126089266,1756.152847,0.126089266,"Microcystis spp."
5272.2,"Rotorua","Holdens Bay",2024-05-13,"20A","160","Dolichospermum circinale",TRUE,10,80,NA,251.3277778,0.144674322,251.3277778,0.144674322,""
5272.3,"Rotorua","Holdens Bay",2024-05-13,"20A","160","Oscillatoria sp",TRUE,10,25,NA,78.53993056,0.212411242,78.53993056,0.212411242,""
5272.4,"Rotorua","Holdens Bay",2024-05-13,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,13.5,NA,84.823125,0.006701027,84.823125,0.006701027,""
5273.1,"Rotorua","Ngongotaha",2024-05-13,"20A","160","Dolichospermum circinale",TRUE,10,3.5,NA,21.99118056,0.012659003,21.99118056,0.012659003,""
5273.2,"Rotorua","Ngongotaha",2024-05-13,"20A","160","Microcystis sp",TRUE,10,120.6,NA,1894.383125,0.136014002,1894.383125,0.136014002,"Microcystis spp."
5273.3,"Rotorua","Ngongotaha",2024-05-13,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,4,NA,12.56638889,0.000992745,12.56638889,0.000992745,""
5279.1,"Rotorua","Hamurana",2024-05-13,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,12.75,NA,160.2214583,0.012657495,160.2214583,0.012657495,""
5279.2,"Rotorua","Hamurana",2024-05-13,"20A","160","Microcystis sp",TRUE,10,37.75,NA,474.3811806,0.034059891,474.3811806,0.034059891,"Microcystis spp."
5279.3,"Rotorua","Hamurana",2024-05-13,"20A","160","Dolichospermum circinale",TRUE,10,16,NA,50.26555556,0.028934864,50.26555556,0.028934864,""
5256.1,"Rotoiti","Okere Arm",2024-05-06,"20A","160","Microcystis aeruginosa",TRUE,10,155,14,16556.21736,1.44039091,16556.21736,1.44039091,"Microcystis spp."
5256.2,"Rotoiti","Okere Arm",2024-05-06,"20A","160","Dolichospermum circinale",TRUE,10,3,NA,18.84958333,0.010850574,18.84958333,0.010850574,""
5256.3,"Rotoiti","Okere Arm",2024-05-06,"20A","160","Microcystis sp. (large)",TRUE,10,340,NA,1068.143056,0.099401393,1068.143056,0.099401393,"Microcystis spp."
5257.1,"Rotorua","Ohau Channel",2024-05-06,"20A","9","Microcystis aeruginosa",TRUE,10,179.3,80,1001401.568,87.12193641,1001401.568,87.12193641,"Microcystis spp."
5259.1,"Rotorua","Ngongotaha",2024-05-06,"20A","160","Microcystis aeruginosa",TRUE,10,61.1,61,15548.07881,1.352682857,15548.07881,1.352682857,"Microcystis spp."
5259.2,"Rotorua","Ngongotaha",2024-05-06,"20A","160","Dolichospermum planctonicum",TRUE,10,14,NA,87.96472222,0.032546947,87.96472222,0.032546947,""
5259.3,"Rotorua","Ngongotaha",2024-05-06,"20A","160","Dolichospermum circinale",TRUE,10,32,NA,703.7177778,0.405088102,703.7177778,0.405088102,""
5259.4,"Rotorua","Ngongotaha",2024-05-06,"20A","160","Pseudanabaena mucicola (cylinder)",FALSE,10,1.5,NA,9.424791667,0.000106123,0,0,""
5259.5,"Rotorua","Ngongotaha",2024-05-06,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,5,NA,47.12395833,0.003722793,47.12395833,0.003722793,""
5259.6,"Rotorua","Ngongotaha",2024-05-06,"20A","160","Microcystis sp. (large)",TRUE,10,224,NA,703.7177778,0.065487976,703.7177778,0.065487976,"Microcystis spp."
5259.7,"Rotorua","Ngongotaha",2024-05-06,"20A","160","Microcystis wesenbergii",TRUE,10,129,NA,405.2660417,0.077134286,405.2660417,0.077134286,"Microcystis spp."
5260.1,"Kaituna","Trout Pool",2024-05-06,"20A","160","Microcystis aeruginosa",TRUE,10,38.55,13,3996.582906,0.347702713,3996.582906,0.347702713,"Microcystis spp."
5260.2,"Kaituna","Trout Pool",2024-05-06,"20A","160","Microcystis sp. (large)",TRUE,10,93,NA,584.3370833,0.054378409,584.3370833,0.054378409,"Microcystis spp."
5260.3,"Kaituna","Trout Pool",2024-05-06,"20A","160","Dolichospermum circinale",TRUE,10,60,NA,376.9916667,0.217011483,376.9916667,0.217011483,""
5260.4,"Kaituna","Trout Pool",2024-05-06,"20A","160","Aphanocapsa holsatica",FALSE,10,33.25,NA,417.8324306,0.000208916,0,0,""
5261.1,"Rotorua","Holdens Bay",2024-05-06,"20A","160","Dolichospermum circinale",TRUE,10,18.4,NA,289.0269444,0.16637547,289.0269444,0.16637547,""
5261.2,"Rotorua","Holdens Bay",2024-05-06,"20A","160","Microcystis aeruginosa",TRUE,10,101.0833333,NA,3810.757431,0.331535896,3810.757431,0.331535896,"Microcystis spp."
5261.3,"Rotorua","Holdens Bay",2024-05-06,"20A","160","Dolichospermum planctonicum",TRUE,10,7.5,NA,47.12395833,0.017435865,47.12395833,0.017435865,""
5261.4,"Rotorua","Holdens Bay",2024-05-06,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,15,NA,47.12395833,0.003722793,47.12395833,0.003722793,""
5263.1,"Rotorua","Hamurana",2024-05-06,"20A","160","Microcystis aeruginosa",TRUE,10,23.72727273,NA,819.956875,0.071336248,819.956875,0.071336248,"Microcystis spp."
5263.2,"Rotorua","Hamurana",2024-05-06,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,5,NA,15.70798611,0.001240931,15.70798611,0.001240931,""
5240.1,"Rotorua","Ohau Channel",2024-04-29,"20A","50","Microcystis aeruginosa",TRUE,10,695,30,349345.6111,30.39306817,349345.6111,30.39306817,"Microcystis spp."
5240.2,"Rotorua","Ohau Channel",2024-04-29,"20A","50","Microcystis sp. (large)",TRUE,10,89,NA,894.7268889,0.083263284,894.7268889,0.083263284,"Microcystis spp."
5240.3,"Rotorua","Ohau Channel",2024-04-29,"20A","50","Pseudanabaena mucicola (cylinder)",FALSE,10,5.5,NA,110.5842222,0.001245178,0,0,""
5240.4,"Rotorua","Ohau Channel",2024-04-29,"20A","50","Dolichospermum planctonicum",TRUE,10,5.5,NA,110.5842222,0.040916162,110.5842222,0.040916162,""
5240.5,"Rotorua","Ohau Channel",2024-04-29,"20A","50","Dolichospermum circinale",TRUE,10,26.71428571,NA,1879.931778,1.082163929,1879.931778,1.082163929,""
5241.1,"Rotoiti","Okere Arm",2024-04-29,"20A","160","Microcystis aeruginosa",TRUE,10,56.2,53,12888.71676,1.121318358,12888.71676,1.121318358,"Microcystis spp."
5241.2,"Rotoiti","Okere Arm",2024-04-29,"20A","160","Dolichospermum circinale",TRUE,10,109.1428571,NA,2400.180278,1.381639775,2400.180278,1.381639775,""
5241.3,"Rotoiti","Okere Arm",2024-04-29,"20A","160","Aphanocapsa delicatissima",FALSE,10,110,NA,345.5756944,0.0000345575,0,0,""
5241.4,"Rotoiti","Okere Arm",2024-04-29,"20A","160","Dolichospermum planctonicum",TRUE,10,21,NA,65.97354167,0.02441021,65.97354167,0.02441021,""
5242.1,"Rotorua","Ngongotaha",2024-04-29,"20A","50","Microcystis aeruginosa",TRUE,10,210.6,30,105859.26,9.20975562,105859.26,9.20975562,"Microcystis spp."
5242.2,"Rotorua","Ngongotaha",2024-04-29,"20A","50","Dolichospermum circinale",TRUE,10,18,NA,904.78,0.520827559,904.78,0.520827559,""
5242.3,"Rotorua","Ngongotaha",2024-04-29,"20A","50","Microcystis wesenbergii",TRUE,10,83,NA,834.4082222,0.158812917,834.4082222,0.158812917,"Microcystis spp."
5242.4,"Rotorua","Ngongotaha",2024-04-29,"20A","50","Pseudanabaena limnetica (cylinder)",TRUE,10,8,NA,80.42488889,0.006353566,80.42488889,0.006353566,""
5242.5,"Rotorua","Ngongotaha",2024-04-29,"20A","50","Microcystis sp. (large)",TRUE,10,74,NA,743.9302222,0.069230146,743.9302222,0.069230146,"Microcystis spp."
5242.6,"Rotorua","Ngongotaha",2024-04-29,"20A","50","Pseudanabaena limnetica (cylinder)",TRUE,10,13,NA,130.6904444,0.010324545,130.6904444,0.010324545,""
5243.1,"Kaituna","Trout Pool",2024-04-29,"20A","160","Dolichospermum circinale",TRUE,10,52.4,NA,823.0984722,0.473808405,823.0984722,0.473808405,""
5243.2,"Kaituna","Trout Pool",2024-04-29,"20A","160","Microcystis aeruginosa",TRUE,10,36.9,38,6723.646375,0.584957235,6723.646375,0.584957235,"Microcystis spp."
5243.3,"Kaituna","Trout Pool",2024-04-29,"20A","160","Aphanocapsa holsatica",FALSE,10,8,NA,50.26555556,0.0000251327,0,0,""
5243.4,"Kaituna","Trout Pool",2024-04-29,"20A","160","Limnothrix cf planktonica",FALSE,10,20,NA,62.83194444,0.009864615,0,0,""
5250.1,"Rotorua","Holdens Bay",2024-04-29,"20A","160","Microcystis aeruginosa",TRUE,10,39.57142857,NA,870.2224306,0.075709351,870.2224306,0.075709351,"Microcystis spp."
5250.2,"Rotorua","Holdens Bay",2024-04-29,"20A","160","Dolichospermum circinale",TRUE,10,4.5,NA,28.274375,0.016275861,28.274375,0.016275861,""
5250.3,"Rotorua","Holdens Bay",2024-04-29,"20A","160","Dolichospermum planctonicum",TRUE,10,20,NA,62.83194444,0.023247819,62.83194444,0.023247819,""
