"SampleId","Location","Site","SampleDate","MicroscopeType","WholePlate","Species","IsSpeciesToxic","VolumeInMillilitres","Average","NumberOfColonies","CellsPerMl","TotalBioVolume","PotentiallyToxicCellMl","PotentiallyToxicBioVolume","ToxinCluster"
5074.2,"Rotorua","Holdens Bay",2024-01-30,"20A","160","Aphanocapsa delicatissima",FALSE,10,120.6,NA,1894.383125,0.000189438,0,0,""
5074.3,"Rotorua","Holdens Bay",2024-01-30,"20A","160","Pseudanabaena galeata (cylinder)",TRUE,10,15,NA,329.8677083,0.019792062,329.8677083,0.019792062,""
5074.4,"Rotorua","Holdens Bay",2024-01-30,"20A","160","Dolichospermum planctonicum",TRUE,10,11.33333333,NA,106.8143056,0.039521293,106.8143056,0.039521293,""
5079.1,"Rotorua","Hamurana",2024-01-30,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,17.25,NA,216.7702083,0.017124846,216.7702083,0.017124846,""
5079.2,"Rotorua","Hamurana",2024-01-30,"20A","160","Dolichospermum circinale",TRUE,10,46.41666667,NA,1749.869653,1.007294967,1749.869653,1.007294967,""
5079.3,"Rotorua","Hamurana",2024-01-30,"20A","160","Pseudanabaena galeata (cylinder)",TRUE,10,18,NA,56.54875,0.003392925,56.54875,0.003392925,""
5079.4,"Rotorua","Hamurana",2024-01-30,"20A","160","Aphanocapsa delicatissima",FALSE,10,120.2,NA,1888.099931,0.00018881,0,0,""
5079.5,"Rotorua","Hamurana",2024-01-30,"20A","160","Dolichospermum spiroides",TRUE,10,15,NA,47.12395833,0.012252229,47.12395833,0.012252229,""
5083.1,"Rotorua","Ngongotaha",2024-01-30,"20A","160","Phormidium sp",TRUE,5,13.875,NA,697.4345833,0.065098544,697.4345833,0.065098544,""
5083.3,"Rotorua","Ngongotaha",2024-01-30,"20A","160","Aphanizomenon gracile",TRUE,5,13.75,NA,345.5756944,0.028475437,345.5756944,0.028475437,""
5083.4,"Rotorua","Ngongotaha",2024-01-30,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,5,19.57142857,NA,860.7976389,0.068003013,860.7976389,0.068003013,""
5059.1,"Kaituna","Trout Pool",2024-01-22,"20A","160","Aphanocapsa delicatissima",FALSE,10,65.66666667,NA,3094.473264,0.000309447,0,0,""
5059.2,"Kaituna","Trout Pool",2024-01-22,"20A","160","Dolichospermum circinale",TRUE,10,26.41176471,NA,1410.577153,0.811984632,1410.577153,0.811984632,""
5059.3,"Kaituna","Trout Pool",2024-01-22,"20A","160","Dolichospermum planctonicum",TRUE,10,16.5,1,1088.563438,0.402768472,1088.563438,0.402768472,""
5059.4,"Kaituna","Trout Pool",2024-01-22,"20A","160","Raphidiopsis cf mediterranea (sphere)",TRUE,10,2,NA,6.283194444,0.000113097499992,6.283194444,0.000113097499992,""
5060.1,"Rotoiti","Okere Arm",2024-01-22,"20A","160","Aphanocapsa delicatissima",FALSE,10,87.30769231,NA,3565.712847,0.000356571,0,0,""
5060.2,"Rotoiti","Okere Arm",2024-01-22,"20A","160","Dolichospermum planctonicum",TRUE,10,29.9,10,2818.012708,1.042664702,2818.012708,1.042664702,""
5060.3,"Rotoiti","Okere Arm",2024-01-22,"20A","160","Dolichospermum circinale",TRUE,10,42.3,8,3720.90775,2.141903337,3720.90775,2.141903337,""
5060.4,"Rotoiti","Okere Arm",2024-01-22,"20A","160","Microcystis aeruginosa",TRUE,10,12,NA,75.39833333,0.006559655,75.39833333,0.006559655,"Microcystis spp."
5060.5,"Rotoiti","Okere Arm",2024-01-22,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,23,NA,144.5134722,0.011416564,144.5134722,0.011416564,""
5060.6,"Rotoiti","Okere Arm",2024-01-22,"20A","160","Aphanocapsa holsatica",FALSE,10,4,NA,12.56638889,0.0000062831,0,0,""
5063.1,"Rotorua","Ohau Channel",2024-01-22,"20A","160","Aphanocapsa delicatissima",FALSE,10,147.5,NA,1853.542361,0.000185354,0,0,""
5063.2,"Rotorua","Ohau Channel",2024-01-22,"20A","160","Dolichospermum circinale",TRUE,10,39.4,5,3094.473264,1.78130259,3094.473264,1.78130259,""
5063.3,"Rotorua","Ohau Channel",2024-01-22,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,15,NA,47.12395833,0.003722793,47.12395833,0.003722793,""
5065.1,"Rotorua","Hamurana",2024-01-22,"20A","160","Dolichospermum circinale",TRUE,10,31.4,5,2466.153819,1.419616785,2466.153819,1.419616785,""
5065.2,"Rotorua","Hamurana",2024-01-22,"20A","160","Aphanocapsa delicatissima",FALSE,10,320,NA,1005.311111,0.000100531,0,0,""
5066.1,"Rotorua","Ngongotaha",2024-01-22,"20A","160","Dolichospermum circinale",TRUE,10,24.15,17,2807.174198,1.615921755,2807.174198,1.615921755,""
5066.2,"Rotorua","Ngongotaha",2024-01-22,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,10.4,NA,326.7261111,0.025811363,326.7261111,0.025811363,""
5066.3,"Rotorua","Ngongotaha",2024-01-22,"20A","160","Dolichospermum planctonicum",TRUE,10,13.2,NA,207.3454167,0.076717804,207.3454167,0.076717804,""
5066.4,"Rotorua","Ngongotaha",2024-01-22,"20A","160","Phormidium sp",TRUE,10,14.625,NA,367.566875,0.034308692,367.566875,0.034308692,""
5067.1,"Rotorua","Holdens Bay",2024-01-22,"20A","160","Dolichospermum circinale",TRUE,10,48.35,53,11088.42448,6.382940665,11088.42448,6.382940665,""
5067.2,"Rotorua","Holdens Bay",2024-01-22,"20A","160","Aphanocapsa delicatissima",FALSE,10,119,NA,2990.800556,0.00029908,0,0,""
5067.3,"Rotorua","Holdens Bay",2024-01-22,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,23,NA,72.25673611,0.005708282,72.25673611,0.005708282,""
5067.4,"Rotorua","Holdens Bay",2024-01-22,"20A","160","Dolichospermum planctonicum",TRUE,10,29,NA,182.2126389,0.067418676,182.2126389,0.067418676,""
5046.1,"Rotoiti","Okere Arm",2024-01-15,"20A","Whole Plate","Dolichospermum planctonicum",TRUE,10,32.65,462,1573.73,0.5822801,1573.73,0.5822801,""
5046.2,"Rotoiti","Okere Arm",2024-01-15,"20A","Whole Plate","Dolichospermum circinale",TRUE,10,36.65,639,2415.235,1.390305875,2415.235,1.390305875,""
5046.3,"Rotoiti","Okere Arm",2024-01-15,"20A","Whole Plate","Aphanocapsa delicatissima",FALSE,10,149.1,27,700.77,0.000070077,0,0,""
5046.4,"Rotoiti","Okere Arm",2024-01-15,"20A","Whole Plate","Pseudanabaena limnetica (cylinder)",TRUE,10,21.125,NA,16.9,0.0013351,16.9,0.0013351,""
5046.5,"Rotoiti","Okere Arm",2024-01-15,"20A","Whole Plate","Aphanocapsa holsatica",FALSE,10,52,NA,5.2,0.0000026,0,0,""
5046.6,"Rotoiti","Okere Arm",2024-01-15,"20A","Whole Plate","Microcystis aeruginosa",TRUE,10,34.5,NA,6.9,0.0006003,6.9,0.0006003,"Microcystis spp."
5048.1,"Rotorua","Hamurana",2024-01-15,"20A","Whole Plate","Dolichospermum circinale",TRUE,10,51.25,373,2014.125,1.159410915,2014.125,1.159410915,""
5048.2,"Rotorua","Hamurana",2024-01-15,"20A","Whole Plate","Aphanocapsa delicatissima",FALSE,10,235.2,NA,352.8,0.00003528,0,0,""
5048.3,"Rotorua","Hamurana",2024-01-15,"20A","Whole Plate","Pseudanabaena limnetica (cylinder)",TRUE,10,37.75,35,207.625,0.016402375,207.625,0.016402375,""
5048.4,"Rotorua","Hamurana",2024-01-15,"20A","Whole Plate","Microcystis aeruginosa",TRUE,10,74.5,NA,14.9,0.0012963,14.9,0.0012963,"Microcystis spp."
5048.5,"Rotorua","Hamurana",2024-01-15,"20A","Whole Plate","Phormidium sp",TRUE,10,101,NA,10.1,0.000942734,10.1,0.000942734,""
5048.6,"Rotorua","Hamurana",2024-01-15,"20A","Whole Plate","Dolichospermum planctonicum",TRUE,10,38.75,NA,15.5,0.005735,15.5,0.005735,""
5048.7,"Rotorua","Hamurana",2024-01-15,"20A","Whole Plate","Coelosphaerium kuetzingianum",FALSE,10,225,NA,22.5,0.000200025,0,0,""
5048.8,"Rotorua","Hamurana",2024-01-15,"20A","Whole Plate","Dolichospermum sp",TRUE,10,55,NA,16.5,0.003135,16.5,0.003135,""
5049.1,"Rotorua","Ohau Channel",2024-01-15,"20A","160","Dolichospermum circinale",TRUE,10,36.55,28,5511.618167,3.172707881,5511.618167,3.172707881,""
5049.2,"Rotorua","Ohau Channel",2024-01-15,"20A","160","Aphanocapsa delicatissima",FALSE,10,278.3333333,NA,2623.233681,0.000262323,0,0,""
5049.3,"Rotorua","Ohau Channel",2024-01-15,"20A","160","Dolichospermum planctonicum",TRUE,10,11,NA,34.55756944,0.012786301,34.55756944,0.012786301,""
5050.1,"Rotorua","Holdens Bay",2024-01-15,"20A","160","Dolichospermum circinale",TRUE,10,41.45,10,3906.576146,2.248781493,3906.576146,2.248781493,""
5050.2,"Rotorua","Holdens Bay",2024-01-15,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,9.5,NA,59.69034722,0.004715537,59.69034722,0.004715537,""
5050.3,"Rotorua","Holdens Bay",2024-01-15,"20A","160","Aphanocapsa delicatissima",FALSE,10,142.5,NA,895.3552083,0.0000895355,0,0,""
5050.4,"Rotorua","Holdens Bay",2024-01-15,"20A","160","Aphanocapsa holsatica",FALSE,10,22,NA,69.11513889,0.0000345575,0,0,""
5053.1,"Rotorua","Ngongotaha",2024-01-15,"20A","160","Dolichospermum circinale",TRUE,10,35.71428571,NA,785.3993056,0.452107256,785.3993056,0.452107256,""
5053.2,"Rotorua","Ngongotaha",2024-01-15,"20A","160","Aphanocapsa delicatissima",FALSE,10,155,NA,1460.842708,0.000146084,0,0,""
5053.3,"Rotorua","Ngongotaha",2024-01-15,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,4.5,NA,28.274375,0.002233676,28.274375,0.002233676,""
5053.4,"Rotorua","Ngongotaha",2024-01-15,"20A","160","Dolichospermum planctonicum",TRUE,10,46,NA,144.5134722,0.053469985,144.5134722,0.053469985,""
5054.1,"Kaituna","Trout Pool",2024-01-15,"20A","160","Dolichospermum lemmermannii",TRUE,10,5,NA,15.70798611,0.001727878,15.70798611,0.001727878,""
5054.2,"Kaituna","Trout Pool",2024-01-15,"20A","160","Dolichospermum circinale",TRUE,10,33.63636364,NA,1162.390972,0.669118739,1162.390972,0.669118739,""
5054.3,"Kaituna","Trout Pool",2024-01-15,"20A","160","Dolichospermum planctonicum",TRUE,10,17.42857143,NA,766.5497222,0.283623397,766.5497222,0.283623397,""
5054.4,"Kaituna","Trout Pool",2024-01-15,"20A","160","Aphanocapsa delicatissima",FALSE,10,45.33333333,NA,427.2572222,0.0000427257,0,0,""
5054.5,"Kaituna","Trout Pool",2024-01-15,"20A","160","Phormidium sp",TRUE,10,20,NA,62.83194444,0.005864734,62.83194444,0.005864734,""
5054.6,"Kaituna","Trout Pool",2024-01-15,"20A","160","Aphanocapsa holsatica",FALSE,10,36,NA,113.0975,0.0000565487,0,0,""
5035.1,"Rotorua","Ohau Channel",2024-01-08,"20A","Whole Plate","Pseudanabaena limnetica (cylinder)",TRUE,10,24.65,37,140.505,0.011099895,140.505,0.011099895,""
5035.2,"Rotorua","Ohau Channel",2024-01-08,"20A","Whole Plate","Dolichospermum circinale",TRUE,10,82.45,303,2663.135,1.533007031,2663.135,1.533007031,""
5035.3,"Rotorua","Ohau Channel",2024-01-08,"20A","Whole Plate","Aphanocapsa holsatica",FALSE,10,176,38,1020.8,0.0005104,0,0,""
5035.4,"Rotorua","Ohau Channel",2024-01-08,"20A","Whole Plate","Dolichospermum planctonicum",TRUE,10,43,10,129,0.04773,129,0.04773,""
5035.5,"Rotorua","Ohau Channel",2024-01-08,"20A","Whole Plate","Microcystis sp",TRUE,10,10.5,97,122.85,0.008820454,122.85,0.008820454,"Microcystis spp."
5036.1,"Rotorua","Holdens Bay",2024-01-08,"20A","160","Dolichospermum circinale",TRUE,10,73.1,19,8956.379521,5.155650307,8956.379521,5.155650307,""
5036.2,"Rotorua","Holdens Bay",2024-01-08,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,11,NA,311.018125,0.024570432,311.018125,0.024570432,""
5036.3,"Rotorua","Holdens Bay",2024-01-08,"20A","160","Dolichospermum planctonicum",TRUE,10,18.5,NA,116.2390972,0.043008466,116.2390972,0.043008466,""
5036.4,"Rotorua","Holdens Bay",2024-01-08,"20A","160","Aphanocapsa delicatissima",FALSE,10,191.5714286,NA,4212.881875,0.000421288,0,0,""
5039.1,"Kaituna","Trout Pool",2024-01-08,"20A","160","Dolichospermum circinale",TRUE,10,26.85714286,NA,590.6202778,0.339984657,590.6202778,0.339984657,""
5039.2,"Kaituna","Trout Pool",2024-01-08,"20A","160","Dolichospermum planctonicum",TRUE,10,18.75,NA,235.6197917,0.087179323,235.6197917,0.087179323,""
5039.3,"Kaituna","Trout Pool",2024-01-08,"20A","160","Aphanocapsa delicatissima",FALSE,10,39,NA,367.566875,0.0000367566,0,0,""
5039.4,"Kaituna","Trout Pool",2024-01-08,"20A","160","Raphidiopsis cf mediterranea (sphere)",TRUE,10,22,NA,69.11513889,0.00124407250002,69.11513889,0.00124407250002,""
5041.1,"Rotorua","Hamurana",2024-01-08,"20A","Whole Plate","Dolichospermum circinale",TRUE,10,25.65,172,492.48,0.283491187,492.48,0.283491187,""
5041.2,"Rotorua","Hamurana",2024-01-08,"20A","Whole Plate","Aphanocapsa delicatissima",FALSE,10,130,NA,91,0.0000091,0,0,""
5041.3,"Rotorua","Hamurana",2024-01-08,"20A","Whole Plate","Dolichospermum planctonicum",TRUE,10,36.375,NA,29.1,0.010767,29.1,0.010767,""
5041.4,"Rotorua","Hamurana",2024-01-08,"20A","Whole Plate","Pseudanabaena limnetica (cylinder)",TRUE,10,7,NA,0.7,0.0000553,0.7,0.0000553,""
5041.5,"Rotorua","Hamurana",2024-01-08,"20A","Whole Plate","Phormidium sp",TRUE,10,56,NA,28,0.00261352,28,0.00261352,""
5041.6,"Rotorua","Hamurana",2024-01-08,"20A","Whole Plate","Microcystis aeruginosa",TRUE,10,68,NA,6.8,0.0005916,6.8,0.0005916,"Microcystis spp."
5042.1,"Rotorua","Ngongotaha",2024-01-08,"20A","160","Aphanocapsa delicatissima",FALSE,10,105,NA,329.8677083,0.0000329867,0,0,""
5042.2,"Rotorua","Ngongotaha",2024-01-08,"20A","160","Dolichospermum circinale",TRUE,10,34.3,48,7327.461361,4.217979858,7327.461361,4.217979858,""
5042.3,"Rotorua","Ngongotaha",2024-01-08,"20A","160","Dolichospermum planctonicum",TRUE,10,34.30769231,NA,1401.152361,0.518426374,1401.152361,0.518426374,""
5042.4,"Rotorua","Ngongotaha",2024-01-08,"20A","160","Microcystis aeruginosa",TRUE,10,350,NA,1099.559028,0.095661635,1099.559028,0.095661635,"Microcystis spp."
5042.5,"Rotorua","Ngongotaha",2024-01-08,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,10.875,NA,273.3189583,0.021592198,273.3189583,0.021592198,""
5042.6,"Rotorua","Ngongotaha",2024-01-08,"20A","160","Phormidium sp",TRUE,10,21.33333333,NA,201.0622222,0.018767148,201.0622222,0.018767148,""
5043.1,"Rotoiti","Okere Arm",2024-01-08,"20A","160","Dolichospermum planctonicum",TRUE,10,32,NA,603.1866667,0.223179067,603.1866667,0.223179067,""
5043.2,"Rotoiti","Okere Arm",2024-01-08,"20A","160","Aphanocapsa delicatissima",FALSE,10,50,NA,157.0798611,0.0000157079,0,0,""
5043.3,"Rotoiti","Okere Arm",2024-01-08,"20A","160","Dolichospermum circinale",TRUE,10,40.16666667,NA,2271.374792,1.307494185,2271.374792,1.307494185,""
5019.1,"Rotorua","Ngongotaha",2023-12-18,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,15.2,NA,238.7613889,0.01886215,238.7613889,0.01886215,""
5019.2,"Rotorua","Ngongotaha",2023-12-18,"20A","160","Dolichospermum circinale",TRUE,10,138.6666667,NA,1306.904444,0.752306474,1306.904444,0.752306474,""
5024.1,"Rotorua","Ohau Channel",2023-12-18,"20A","160","Dolichospermum planctonicum",TRUE,10,101,NA,4759.519792,1.761022323,4759.519792,1.761022323,""
5024.2,"Rotorua","Ohau Channel",2023-12-18,"20A","160","Microcystis flos-aquae",TRUE,10,31,NA,97.38951389,0.002142569,97.38951389,0.002142569,"Microcystis spp."
5024.3,"Rotorua","Ohau Channel",2023-12-18,"20A","160","Dolichospermum circinale",TRUE,10,72.5,NA,911.0631944,0.524444417,911.0631944,0.524444417,""
5024.4,"Rotorua","Ohau Channel",2023-12-18,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,36,NA,113.0975,0.008934703,113.0975,0.008934703,""
5025.1,"Kaituna","Trout Pool",2023-12-18,"20A","Whole Plate","Dolichospermum circinale",TRUE,10,23.38461538,NA,30.4,0.017499456,30.4,0.017499456,""
5025.2,"Kaituna","Trout Pool",2023-12-18,"20A","Whole Plate","Dolichospermum planctonicum",TRUE,10,24.1875,NA,38.7,0.014319,38.7,0.014319,""
5025.3,"Kaituna","Trout Pool",2023-12-18,"20A","Whole Plate","Oscillatoria sp",TRUE,10,24,NA,9.6,0.0259632,9.6,0.0259632,""
5025.4,"Kaituna","Trout Pool",2023-12-18,"20A","Whole Plate","Pseudanabaena limnetica (cylinder)",TRUE,10,6,NA,0.6,0.0000474,0.6,0.0000474,""
5025.5,"Kaituna","Trout Pool",2023-12-18,"20A","Whole Plate","Aphanocapsa sp",FALSE,10,64.33333333,NA,19.3,0.000043425,0,0,""
5028.1,"Rotoiti","Okere Arm",2023-12-18,"20A","Whole plate","Dolichospermum spiroides",TRUE,10,11.66666667,NA,3.5,0.00091,3.5,0.00091,""
5028.2,"Rotoiti","Okere Arm",2023-12-18,"20A","Whole plate","Dolichospermum planctonicum",TRUE,10,79.57894737,NA,151.2,0.055944,151.2,0.055944,""
5028.3,"Rotoiti","Okere Arm",2023-12-18,"20A","Whole plate","Dolichospermum circinale",TRUE,10,66,NA,39.6,0.022795344,39.6,0.022795344,""
5028.4,"Rotoiti","Okere Arm",2023-12-18,"20A","Whole plate","Microcystis sp",TRUE,10,87,NA,8.7,0.000624648,8.7,0.000624648,"Microcystis spp."
5030.1,"Rotorua","Holdens Bay",2023-12-18,"20A","Whole Plate","Dolichospermum planctonicum",TRUE,10,41.94444444,NA,75.5,0.027935,75.5,0.027935,""
5030.2,"Rotorua","Holdens Bay",2023-12-18,"20A","Whole Plate","Dolichospermum circinale",TRUE,10,44.41666667,NA,53.3,0.030681612,53.3,0.030681612,""
5030.3,"Rotorua","Holdens Bay",2023-12-18,"20A","Whole Plate","Pseudanabaena limnetica (cylinder)",TRUE,10,10.5,NA,2.1,0.0001659,2.1,0.0001659,""
5031.1,"Rotorua","Hamurana",2023-12-18,"20A","Whole Plate","Dolichospermum planctonicum",TRUE,10,21,NA,4.2,0.001554,4.2,0.001554,""
5031.2,"Rotorua","Hamurana",2023-12-18,"20A","Whole Plate","Dolichospermum circinale",TRUE,10,63,NA,6.3,0.003626532,6.3,0.003626532,""
5008.1,"Rotoiti","Okere Arm",2023-12-11,"20A","160","Raphidiopsis cf mediterranea (sphere)",TRUE,10,6.166666667,NA,232.4781944,0.0041846074992,232.4781944,0.0041846074992,""
5008.2,"Rotoiti","Okere Arm",2023-12-11,"20A","160","Pseudanabaena limnetica (ellipsoid)",FALSE,10,16,NA,50.26555556,0.004825493,0,0,""
5008.3,"Rotoiti","Okere Arm",2023-12-11,"20A","160","Dolichospermum lemmermannii",TRUE,10,8,NA,25.13277778,0.002764606,25.13277778,0.002764606,""
5008.4,"Rotoiti","Okere Arm",2023-12-11,"20A","160","Dolichospermum circinale",TRUE,10,63,NA,197.920625,0.113931029,197.920625,0.113931029,""
5009.1,"Rotorua","Ohau Channel",2023-12-11,"20A","160","Aphanocapsa delicatissima",FALSE,10,205,NA,1288.054861,0.000128805,0,0,""
5009.2,"Rotorua","Ohau Channel",2023-12-11,"20A","160","Pseudanabaena limnetica (ellipsoid)",FALSE,10,45.33333333,NA,427.2572222,0.041016693,0,0,""
5009.3,"Rotorua","Ohau Channel",2023-12-11,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,12,NA,75.39833333,0.005956468,75.39833333,0.005956468,""
5009.4,"Rotorua","Ohau Channel",2023-12-11,"20A","160","Dolichospermum circinale",TRUE,10,69.5,NA,436.6820139,0.251371634,436.6820139,0.251371634,""
5013.1,"Kaituna","Trout Pool",2023-12-11,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,10,NA,31.41597222,0.002481862,31.41597222,0.002481862,""
5013.2,"Kaituna","Trout Pool",2023-12-11,"20A","160","Pseudanabaena limnetica (ellipsoid)",FALSE,10,22.75,NA,285.8853472,0.027444993,0,0,""
5013.3,"Kaituna","Trout Pool",2023-12-11,"20A","160","Dolichospermum circinale",TRUE,10,44,NA,276.4605556,0.159141754,276.4605556,0.159141754,""
5014.1,"Rotorua","Ngongotaha",2023-12-11,"20A","160","Pseudanabaena galeata (cylinder)",TRUE,10,10.45454545,NA,361.2836806,0.021677021,361.2836806,0.021677021,""
5014.2,"Rotorua","Ngongotaha",2023-12-11,"20A","160","Dolichospermum circinale",TRUE,10,70,NA,219.9118056,0.126590032,219.9118056,0.126590032,""
5014.3,"Rotorua","Ngongotaha",2023-12-11,"20A","160","Pseudanabaena limnetica (ellipsoid)",FALSE,10,13.5,NA,84.823125,0.00814302,0,0,""
5014.4,"Rotorua","Ngongotaha",2023-12-11,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,17,NA,53.40715278,0.004219165,53.40715278,0.004219165,""
5017.1,"Rotorua","Hamurana",2023-12-11,"20A","Whole Plate","Dolichospermum circinale",TRUE,10,77,NA,15.4,0.008864856,15.4,0.008864856,""
5017.2,"Rotorua","Hamurana",2023-12-11,"20A","Whole Plate","Aphanocapsa delicatissima",FALSE,10,206.8,NA,103.4,0.00001034,0,0,""
5017.3,"Rotorua","Hamurana",2023-12-11,"20A","Whole Plate","Pseudanabaena limnetica (ellipsoid)",FALSE,10,72,NA,7.2,0.0006912,0,0,""
5017.4,"Rotorua","Hamurana",2023-12-11,"20A","Whole Plate","Dolichospermum sp",TRUE,10,4,NA,0.4,0.000076,0.4,0.000076,""
5017.5,"Rotorua","Hamurana",2023-12-11,"20A","Whole Plate","Pseudanabaena limnetica (cylinder)",TRUE,10,9,NA,3.6,0.0002844,3.6,0.0002844,""
5018.1,"Rotorua","Holdens Bay",2023-12-11,"20A","160","Pseudanabaena galeata (cylinder)",TRUE,10,10.5,NA,263.8941667,0.01583365,263.8941667,0.01583365,""
5018.2,"Rotorua","Holdens Bay",2023-12-11,"20A","160","Dolichospermum circinale",TRUE,10,66,NA,829.3816667,0.477425263,829.3816667,0.477425263,""
5018.3,"Rotorua","Holdens Bay",2023-12-11,"20A","160","Pseudanabaena limnetica (ellipsoid)",FALSE,10,23,NA,144.5134722,0.013873293,0,0,""
4996.1,"Rotorua","Hamurana",2023-12-05,"20A","160","Pseudanabaena galeata (cylinder)",TRUE,10,7,NA,43.98236111,0.002638942,43.98236111,0.002638942,""
4996.2,"Rotorua","Hamurana",2023-12-05,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,10.4,NA,163.3630556,0.012905681,163.3630556,0.012905681,""
4996.3,"Rotorua","Hamurana",2023-12-05,"20A","160","Raphidiopsis cf mediterranea (sphere)",TRUE,10,1.5,NA,9.424791667,0.000169646250006,9.424791667,0.000169646250006,""
4996.4,"Rotorua","Hamurana",2023-12-05,"20A","160","Aphanocapsa holsatica",FALSE,10,12,NA,37.69916667,0.0000188495,0,0,""
4997.1,"Rotorua","Ngongotaha",2023-12-05,"20A","160","Pseudanabaena galeata (cylinder)",TRUE,10,8.6,NA,135.0886806,0.008105321,135.0886806,0.008105321,""
4997.2,"Rotorua","Ngongotaha",2023-12-05,"20A","160","Pseudanabaena limnetica (cylinder)",TRUE,10,11.5,NA,144.5134722,0.011416564,144.5134722,0.011416564,""
4997.3,"Rotorua","Ngongotaha",2023-12-05,"20A","160","Dolichospermum planctonicum",TRUE,10,7,NA,21.99118056,0.008136737,21.99118056,0.008136737,""
4997.4,"Rotorua","Ngongotaha",2023-12-05,"20A","160","Microcystis aeruginosa",TRUE,10,8,NA,25.13277778,0.002186552,25.13277778,0.002186552,"Microcystis spp."
4997.5,"Rotorua","Ngongotaha",2023-12-05,"20A","160","Phormidium sp",TRUE,10,28,NA,87.96472222,0.008210627,87.96472222,0.008210627,""
4998.1,"Rotoiti","Okere Arm",2023-12-05,"20A","Whole Plate","Planktothrix sp",TRUE,10,26,NA,7.8,0.0024492,7.8,0.0024492,""
4998.2,"Rotoiti","Okere Arm",2023-12-05,"20A","Whole Plate","Dolichospermum circinale",TRUE,10,89.21052632,NA,169.5,0.09757098,169.5,0.09757098,""
4998.3,"Rotoiti","Okere Arm",2023-12-05,"20A","Whole Plate","Pseudanabaena limnetica (cylinder)",TRUE,10,17.5,NA,7,0.000553,7,0.000553,""
4998.4,"Rotoiti","Okere Arm",2023-12-05,"20A","Whole Plate","Phormidium sp",TRUE,10,18.33333333,NA,16.5,0.00154011,16.5,0.00154011,""
4998.5,"Rotoiti","Okere Arm",2023-12-05,"20A","Whole Plate","Aphanocapsa holsatica",FALSE,10,100.4,NA,50.2,0.0000251,0,0,""
4998.6,"Rotoiti","Okere Arm",2023-12-05,"20A","Whole Plate","Oscillatoria sp",TRUE,10,45,NA,4.5,0.01217025,4.5,0.01217025,""
4998.7,"Rotoiti","Okere Arm",2023-12-05,"20A","Whole Plate","Dolichospermum sp",TRUE,10,12.5,NA,5,0.00095,5,0.00095,""
4998.8,"Rotoiti","Okere Arm",2023-12-05,"20A","Whole Plate","Pseudanabaena limnetica (ellipsoid)",FALSE,10,59,NA,29.5,0.002832,0,0,""
4998.9,"Rotoiti","Okere Arm",2023-12-05,"20A","Whole Plate","Dolichospermum spiroides",TRUE,10,17.5,NA,7,0.00182,7,0.00182,""
4998.1,"Rotoiti","Okere Arm",2023-12-05,"20A","Whole Plate","Raphidiopsis cf mediterranea (sphere)",TRUE,10,2,NA,2,0.000036,2,0.000036,""
4998.11,"Rotoiti","Okere Arm",2023-12-05,"20A","Whole Plate","Pseudanabaena galeata (cylinder)",TRUE,10,14,NA,1.4,0.000084,1.4,0.000084,""
4998.12,"Rotoiti","Okere Arm",2023-12-05,"20A","Whole Plate","Geitlerinema sp",FALSE,10,48,NA,4.8,0.0001056,0,0,""
4998.13,"Rotoiti","Okere Arm",2023-12-05,"20A","Whole Plate","Dolichospermum lemmermannii",TRUE,10,49,NA,9.8,0.001078,9.8,0.001078,""
4998.14,"Rotoiti","Okere Arm",2023-12-05,"20A","Whole Plate","Microcystis aeruginosa",TRUE,10,14,NA,1.4,0.0001218,1.4,0.0001218,"Microcystis spp."
4999.1,"Rotorua","Holdens Bay",2023-12-05,"20A","160","Dolichospermum circinale",TRUE,10,43,NA,540.3547222,0.311049792,540.3547222,0.311049792,""
4999.2,"Rotorua","Holdens Bay",2023-12-05,"20A","160","Pseudanabaena galeata (cylinder)",TRUE,10,16,NA,100.5311111,0.006031867,100.5311111,0.006031867,""
4999.3,"Rotorua","Holdens Bay",2023-12-05,"20A","160","Pseudanabaena limnetica (ellipsoid)",FALSE,10,18.5,NA,232.4781944,0.022317907,0,0,""
5004.1,"Kaituna","Trout Pool",2023-12-05,"20A","160","Aphanocapsa holsatica",FALSE,10,4.5,NA,28.274375,0.0000141371,0,0,""
5004.2,"Kaituna","Trout Pool",2023-12-05,"20A","160","Dolichospermum circinale",TRUE,10,15,NA,47.12395833,0.027126435,47.12395833,0.027126435,""
